State,PWSName,County
OH,Northern Ohio Rural Water,Huron County
OH,Aqua OH - Mentor,Lake County
OH,Lake County West Water Subdistrict,Lake County
OH,Lake County East Water Subdistrict,Lake County
OH,Ironton,Lawrence County
OH,City of Newark,Licking County
OH,City of Bellefontaine,Logan County
OH,City of Avon Lake,Lorain County
OH,City of Lorain,Lorain County
OH,City of North Ridgeville,Lorain County
OH,Rural Lorain County Water Association,Lorain County
OH,City of Oregon,Lucas County
OH,City of Sylvania,Lucas County
OH,Aqua OH - Struthers,Mahoning County
OH,South Range Local School K-,Mahoning County
OH,Medina County/Northwest,Medina County
OH,Tupper Plains/Chester Water District,Meigs County
OH,City of Celina,Mercer County
OH,City of Troy,Miami County
OH,NAWA,Stark County
OH,Montgomery County Water Services #,Montgomery County
OH,Dayton,Montgomery County
OH,Muskingum County Water - SE,Muskingum County
OH,Zanesville,Muskingum County
OH,City of Ravenna,Portage County
OH,Rootstown Water Company,Portage County
OH,City of Chillicothe,Ross County
OH,Chillicothe Correctional Institute,Ross County
OH,Portsmouth,Scioto County
OH,Scioto County Regional Water District #,Scioto County
OH,"Aqua OH, Inc.",Stark County
OH,City of Cuyahoga Falls,Summit County
OH,Stow,Summit County
OH,City of Girard,Trumbull County
OH,Trumbull Co. - Bazetta/Champion,Trumbull County
OH,Springboro,Warren County
OH,City of Lebanon,Warren County
OH,City of Wooster,Wayne County
OH,Bryan Municipal Utilities,Williams County
OH,City of Perrysburg,Wood County
OH,Adams County Regional Water District,Adams County
OH,Ashtabula County Water System,Ashtabula County
OH,Brown County Rural Water,Brown County
OH,Tate-Monroe Water Association,Clermont County
OH,City of Wilmington,Clinton County
OH,City of Cleveland Heights,Cuyahoga County
OH,Vermilion,Erie County
OH,Archbold Village,Fulton County
OH,Fairborn,Greene County
OH,Wright State University,Greene County
OH,Greene County-Northwest Regional Water,Scioto County
OH,McComb Water Treatment Plant,Hancock County
OH,Hecla Water Association,Lawrence County
OH,City of Heath,Licking County
OH,"Daleside Systems, Inc.",Putnam County
OH,Muskingum County Water - NW,Muskingum County
OH,City of Circleville,Pickaway County
OH,Earnhart Hill Water District,Pickaway County
OH,City of Streetsboro,Portage County
OH,Bellville Village Water,Richland County
OH,Clyde Water Treatment Plant,Sandusky County
OH,City of Van Wert,Van Wert County
OH,Franklin,Warren County
OH,City of Marietta,Washington County
OH,Waterford Water/Sewer Association,Washington County
OH,West Unity Village,Williams County
OH,LIMA CITY,Allen County
OH,ASHLAND CITY,Ashland County
OH,ANDOVER-CAMPLANDS WATER,Ashtabula County
OH,AQUA OHIO - ASHTABULA,Ashtabula County
OH,ATHENS PWS,Athens County
OH,LE-AX REGIONAL WATER DISTRICT PWS,Athens County
OH,NEW BREMEN VILLAGE,Auglaize County
OH,"BARNESVILLE, OH",Belmont County
OH,BELMONT CO. SANITARY DISTRICT  PWS,Belmont County
OH,WAYNOKA REGIONAL WATER AND SEWER DIST,Tuscarawas County
OH,BROWN COUNTY RURAL WATER,Brown County
OH,FAIRFIELD CITY PWS,Butler County
OH,"MONROE CITY PWS, OH",Butler County
OH,NEW MIAMI VILLAGE PWS,Butler County
OH,TRENTON CITY PWS,Butler County
OH,SOUTHWEST REGIONAL WATER DISTRICT,Butler County
OH,URBANA CITY PWS,Champaign County
OH,NEW CARLISLE CITY PWS,Clark County
OH,SPRINGFIELD CITY PWS,Clark County
OH,LOVELAND CITY PWS,Clermont County
OH,BLANCHESTER VILLAGE PWS,Clinton County
OH,WILMINGTON CITY PWS,Clinton County
OH,EAST LIVERPOOL CITY,Columbiana County
OH,"SALEM CITY, OH",Columbiana County
OH,BUCKEYE WATER DISTRICT - OHIO RIVER,Columbiana County
OH,BUCYRUS CITY,Crawford County
OH,CRESTLINE VILLAGE,Crawford County
OH,CHAGRIN FALLS VILLAGE PWS,Cuyahoga County
OH,UNIVERSITY HOSPITALS - MAIN CAMPUS,Cuyahoga County
OH,DEFIANCE CITY,Defiance County
OH,DELAWARE CITY PWS,Delaware County
OH,"DEL-CO WATER COMPANY, INC.",Delaware County
OH,HURON CITY,Erie County
OH,VERMILION CITY,Erie County
OH,LANCASTER CITY PWS,Fairfield County
OH,FAIRFIELD COUNTY UTILITIES PWS,Fairfield County
OH,BEXLEY CITY PWS,Franklin County
OH,JEFFERSON WATER AND SEWER DISTRICT PWS,Franklin County
OH,DELTA VILLAGE,Fulton County
OH,FAIRBORN PUBLIC WATER SYSTEM,Greene County
OH,YELLOW SPRINGS VILLAGE PWS,Greene County
OH,GREENE CO.-NORTHWEST REG WATER,Greene County
OH,BYESVILLE,Guernsey County
OH,INDIAN HILL CITY PWS,Hamilton County
OH,LOCKLAND VILLAGE PWS,Hamilton County
OH,NORWOOD CITY PWS,Hamilton County
OH,CINCINNATI PUBLIC WATER SYSTEM,Hamilton County
OH,FINDLAY CITY,Hancock County
OH,ADA VILLAGE,Hardin County
OH,MILLERSBURG VILLAGE PWS,Holmes County
OH,NORWALK CITY,Huron County
OH,WILLARD CITY,Huron County
OH,NORTHERN OHIO RURAL WATER,Huron County
OH,NORW - SOUTH DISTRICT,Wayne County
OH,"JACKSON, CITY OF",Jackson County
OH,JACKSON CO. WATER COMPANY-WTP,Jackson County
OH,"STEUBENVILLE, CITY OF",Jefferson County
OH,KNOX COUNTY WATER AND WASTEWATER PWS,Knox County
OH,AQUA OHIO - MENTOR,Lake County
OH,PAINESVILLE CITY PWS,Lake County
OH,LAKE COUNTY EAST WATER SUBDISTRICT,Lake County
OH,AQUA OHIO - LAWRENCE COUNTY,Lawrence County
OH,HECLA WATER ASSOCIATION-PLANT PWS,Lawrence County
OH,NEWARK CITY PWS,Licking County
OH,AMHERST CITY PWS,Lorain County
OH,AVON CITY PWS,Lorain County
OH,AVON LAKE CITY PWS,Lorain County
OH,ELYRIA WATER DEPARTMENT,Lorain County
OH,OBERLIN WATER DEPARTMENT,Lorain County
OH,SHEFFIELD LAKE CITY PWS,Lorain County
OH,RURAL LORAIN CO. WATER A,Lorain County
OH,MAUMEE CITY,Lucas County
OH,"OREGON CITY, OH",Lucas County
OH,SYLVANIA CITY,Lucas County
OH,WHITEHOUSE VILLAGE,Lucas County
OH,LONDON CITY PWS,Madison County
OH,MADISON COUNTY SSWD WATER DISTRICT,Madison County
OH,WEST JEFFERSON VILLAGE PWS,Madison County
OH,AQUA OHIO - STRUTHERS,Mahoning County
OH,YOUNGSTOWN CITY PWS,Mahoning County
OH,AQUA OHIO - MARION,Marion County
OH,MEDINA CITY PWS,Medina County
OH,MEDINA CO/NORTHWEST PWS,Medina County
OH,MEDINA CO/SOUTHERN WATER DIST PWS,Medina County
OH,"TROY CITY PWS, OH",Miami County
OH,MIAMI CO-CAMP TROY PWS,Miami County
OH,GERMANTOWN CITY PWS,Montgomery County
OH,MONTGOMERY COUNTY WATER SERVICES  PWS,Montgomery County
OH,NEW LEBANON VILLAGE PWS,Montgomery County
OH,TROTWOOD CITY PWS,Montgomery County
OH,WEST CARROLLTON CITY PWS,Montgomery County
OH,JEFFERSON REGIONAL WATER AUTHORITY,Montgomery County
OH,DAYTON PUBLIC WATER SYSTEM,Montgomery County
OH,HUBER HEIGHTS PUBLIC WATER SYSTEM,Montgomery County
OH,GRANDVIEW MEDICAL CENTER PWS,Montgomery County
OH,MUSKINGUM COUNTY WATER - SE,Muskingum County
OH,MAYSVILLE REGIONAL WATER,Muskingum County
OH,ZANESVILLE PWS,Muskingum County
OH,PORT CLINTON CITY,Ottawa County
OH,OTTAWA COUNTY REGIONAL WATER DISTRICT,Ottawa County
OH,PAULDING VILLAGE,Paulding County
OH,SOUTHERN PERRY CO-CONGO,Perry County
OH,OAKDALE WATER DISTRICT,Columbiana County
OH,CIRCLEVILLE CITY PWS,Pickaway County
OH,EARNHART HILL WATER DISTRICT PWS,Pickaway County
OH,ODRC-PICKAWAY CORRECTION PWS,Pickaway County
OH,"PIKE WATER, INC.-PLANT PWS",Pike County
OH,RAVENNA CITY PWS,Portage County
OH,COLUMBUS GROVE VILLAGE,Putnam County
OH,LEXINGTON VILLAGE,Richland County
OH,MANSFIELD CITY,Richland County
OH,ONTARIO CITY,Richland County
OH,SHELBY CITY,Richland County
OH,CHILLICOTHE CITY PWS,Ross County
OH,CHILLICOTHE CORRECTIONAL INSTITUTION,Ross County
OH,PORTSMOUTH PUBLIC WATER SYSTEM,Scioto County
OH,SCIOTO CO. REGIONAL WATER DISTRICT #,Scioto County
OH,"SCIOTO WATER, INC.-ROSE HILL",Scioto County
OH,FOSTORIA CITY,Seneca County
OH,AQUA OHIO - TIFFIN,Seneca County
OH,SIDNEY CITY PWS,Shelby County
OH,ALLIANCE CITY PWS,Stark County
OH,AQUA OHIO - MASSILLON PWS,Stark County
OH,STARK COUNTY WATER DISTRICT,Stark County
OH,AKRON CITY PWS,Summit County
OH,CUYAHOGA FALLS CITY PWS,Summit County
OH,HUDSON CITY PWS,Summit County
OH,MUNROE FALLS CITY PWS,Summit County
OH,CORTLAND CITY PWS,Trumbull County
OH,GIRARD CITY PWS,Trumbull County
OH,HUBBARD CITY PWS,Trumbull County
OH,MCDONALD VILLAGE PWS,Trumbull County
OH,WARREN CITY PWS,Trumbull County
OH,DOVER CITY PWS,Tuscarawas County
OH,NEW PHILADELPHIA CITY PWS,Tuscarawas County
OH,NEWCOMERSTOWN VILLAGE PWS,Tuscarawas County
OH,TWIN CITY WATER AND SEWER DISTRICT PWS,Tuscarawas County
OH,MARYSVILLE CITY PWS,Union County
OH,FRANKLIN PUBLIC WATER SYSTEM,Warren County
OH,WESTERN WATER COMPANY,Warren County
OH,SOUTH LEBANON VILLAGE PWS,Warren County
OH,WAYNESVILLE VILLAGE PWS,Warren County
OH,"LITTLE HOCKING WATER ASSOCIATION, INC.",Washington County
OH,PUTNAM COMMUNITY WATER ASSOCIATION PWS,Washington County
OH,WATERFORD WATER/SEWER ASSOCIATION,Washington County
OH,RITTMAN CITY PWS,Wayne County
OH,WOOSTER CITY PWS,Wayne County
OH,BRYAN CITY,Williams County
OH,BOWLING GREEN CITY,Wood County
OH,NORTHWESTERN W AND SD- PORTAGE,Wood County
OH,ADAMS COUNTY REGIONAL WD PWS,Adams County
OH,DELPHOS CITY,Van Wert County
OH,CONNEAUT,Ashtabula County
OH,GENEVA CITY PWS,Ashtabula County
OH,AQUA OHIO - VILLAGE OF JEFFERSON,Ashtabula County
OH,ST MARYS CITY,Auglaize County
OH,BELLAIRE PUBLIC WATER SYSTEM,Belmont County
OH,"ST. CLAIRSVILLE, CITY OF PWS",Belmont County
OH,SHADYSIDE PUBLIC WATER SYSTEM,Belmont County
OH,GEORGETOWN VILLAGE PWS,Brown County
OH,MOUNT ORAB VILLAGE PWS,Brown County
OH,MIDDLETOWN CITY PWS,Butler County
OH,OXFORD CITY PWS,Butler County
OH,HAMILTON PUBLIC WATER SYSTEM,Butler County
OH,MALVERN VILLAGE PWS,Carroll County
OH,CLARK COUNTY PARK LAYNE PWS,Clark County
OH,BETHEL VILLAGE PWS,Clermont County
OH,FELICITY VILLAGE PWS,Clermont County
OH,MILFORD CITY PWS,Clermont County
OH,CLERMONT PUBLIC WATER SYSTEM,Clermont County
OH,COSHOCTON PWS,Coshocton County
OH,GALION CITY,Crawford County
OH,BEDFORD CITY PWS,Cuyahoga County
OH,BEREA CITY PWS,Cuyahoga County
OH,LAKEWOOD CITY PWS,Jefferson County
OH,CLEVELAND PUBLIC WATER SYSTEM,Cuyahoga County
OH,BRADFORD VILLAGE PWS,Darke County
OH,HICKSVILLE VILLAGE,Defiance County
OH,SANDUSKY CITY,Erie County
OH,NORTHERN OHIO RURAL WATER - NW DISTRICT,Huron County
OH,PICKERINGTON CITY PWS,Fairfield County
OH,GREENFIELD TWP WATER DISTRICT,Highland County
OH,WASHINGTON COURT HOUSE PWS,Fayette County
OH,GAHANNA CITY PWS,Franklin County
OH,GROVEPORT PWS,Franklin County
OH,AQUA OHIO - BLACKLICK,Fairfield County
OH,AQUA OHIO - LAKE DARBY,Franklin County
OH,REYNOLDSBURG CITY PWS,Franklin County
OH,WESTERVILLE CITY PWS,Franklin County
OH,COLUMBUS PUBLIC WATER SYSTEM,Franklin County
OH,GALLIA CO RURAL WATER ASSOCIATION,Gallia County
OH,CHARDON CITY PWS,Geauga County
OH,SCRANTON WOODS,Geauga County
OH,TIMMONS ELEMENTARY SCHOOL,Geauga County
OH,WRIGHT STATE UNIVERSITY,Greene County
OH,XENIA CITY PWS,Greene County
OH,WRIGHT-PATTERSON AFB AREA B PWS,Greene County
OH,WRIGHT-PATTERSON AFB AREA A PWS,Greene County
OH,GREENE COUNTY EASTERN REGIONAL PWS,Montgomery County
OH,"CAMBRIDGE, CITY OF",Guernsey County
OH,CLEVES VILLAGE PWS,Hamilton County
OH,HARRISON CITY PWS,Hamilton County
OH,CINCINNATI CHILDRENS HOSP IONIZATION SYS,Hamilton County
OH,KENTON CITY,Hardin County
OH,CADIZ VILLAGE PWS,Harrison County
OH,NAPOLEON CITY,Henry County
OH,"HIGHLAND COUNTY WATER COMPANY, INC.",Highland County
OH,"LOGAN, CITY OF",Hocking County
OH,BELLEVUE CITY,Sandusky County
OH,WELLSTON CITY PWS,Jackson County
OH,MOUNT VERNON CITY PWS,Knox County
OH,IRONTON  PWS,Lawrence County
OH,SOUTH POINT VILLAGE,Lawrence County
OH,CITY OF HEATH PWS,Licking County
OH,JOHNSTOWN VILLAGE PWS,Licking County
OH,SOUTHWEST LICKING COMMUNITY WATER,Licking County
OH,BELLEFONTAINE CITY PWS,Logan County
OH,HONDA EAST LIBERTY WTP,Logan County
OH,LORAIN CITY PWS,Lorain County
OH,NORTH RIDGEVILLE CITY PWS,Lorain County
OH,WELLINGTON VILLAGE PWS,Lorain County
OH,"TOLEDO, CITY OF",Lucas County
OH,WATERVILLE CITY,Lucas County
OH,CANFIELD CITY PWS,Mahoning County
OH,HOLLYWOOD GAMING @ MVRC,Mahoning County
OH,WADSWORTH CITY PWS,Medina County
OH,COLDWATER VILLAGE,Mercer County
OH,ENGLEWOOD CITY PWS,Arapahoe County
OH,MIAMISBURG CITY PWS,Montgomery County
OH,OAKWOOD CITY PWS,Montgomery County
OH,DAYTON VA BLDG,Montgomery County
OH,OAK HARBOR VILLAGE,Ottawa County
OH,NEW LEXINGTON,Perry County
OH,ASHVILLE VILLAGE PWS,Pickaway County
OH,COMMERCIAL POINT VILLAGE,Pickaway County
OH,AQUA OHIO - AURORA E,Ashtabula County
OH,PORTAGE COUNTY WATER RESOURCES,Portage County
OH,STREETSBORO CITY PWS,Portage County
OH,AURORA CITY - CLEVELAND PWS,Portage County
OH,OTTAWA VILLAGE,Lucas County
OH,ROSS COUNTY WATER CO INC PWS,Ross County
OH,FREMONT CITY,Sandusky County
OH,NORTHWEST REGIONAL WATER DISTRICT,Scioto County
OH,HONDA - ANNA ENGINE PLANT,Shelby County
OH,LOUISVILLE CITY PWS,Boulder County
OH,MINERVA VILLAGE PWS,Stark County
OH,NORTH CANTON CITY PWS,Stark County
OH,CANTON PUBLIC WATER SYSTEM,Stark County
OH,BARBERTON CITY,Summit County
OH,TALLMADGE CITY PWS,Summit County
OH,OLD TRAIL SCHOOL,Summit County
OH,MANCHESTER HIGH SCHOOL,Summit County
OH,NILES CITY PWS,Trumbull County
OH,AQUA OHIO - MASURY,Mercer County
OH,TRUMBULL CO. - BAZETTA/CHAMPION,Trumbull County
OH,LORDSTOWN VILLAGE PWS,Trumbull County
OH,TRUMBULL CO.-HOWLAND TWP PWS,Trumbull County
OH,TCMSD-WILKSHIRE HILLS PWS,Tuscarawas County
OH,HONDA - BENTON RD. WTP,Boulder County
OH,LEBANON CORRECTIONAL INSTITUTION,Warren County
OH,SPRINGBORO PWS,Warren County
OH,WARREN CO. FRANKLIN AREA PWS,Warren County
OH,LEBANON CITY,Warren County
OH,KINGS ISLAND PWS,Warren County
OH,MARIETTA CITY PWS,Washington County
OH,MONTPELIER VILLAGE,Williams County
OH,PERRYSBURG CITY WATER,Wood County
OH,NORTHWESTERN W AND SD -TOLEDO SVCE AREA,Wood County
OH,CAREY VILLAGE,Wyandot County
OK,Chickasha,Grady County
OK,Altus,Jackson County
OK,Sand Springs,Tulsa County
OK,Okmulgee,Okmulgee County
OK,Norman,Cleveland County
OK,Oklahoma City,Oklahoma County
OK,Stillwater Water Plant,Payne County
OK,Bartlesville,Washington County
OK,Rogers County RWD #,Rogers County
OK,Broken Arrow WTP,Tulsa County
OK,Afton PWA,Delaware County
OK,Tahlequah PWA,Cherokee County
OK,Elk City,Beckham County
OK,El Reno,Canadian County
OK,Moore,Cleveland County
OK,Thomas,Custer County
OK,Enid,Garfield County
OK,Purcell,McClain County
OK,Tinker AFB Bio-Env. Eng.,Cleveland County
OK,Woodward,Woodward County
OK,Fort Sill,Comanche County
OK,Pecan Valley Addition,Comanche County
OK,Poteau PWA,Le Flore County
OK,Durant,Bryan County
OK,Duncan,Stephens County
OK,Ardmore,Carter County
OK,Marshall County Water Corporation,Marshall County
OK,Lawton,Comanche County
OK,Sequoyah County Water Association,Sequoyah County
OK,Sapulpa,Creek County
OK,Tulsa,Tulsa County
OK,Shawnee Municipal Authority,Pottawatomie County
OK,McAlester PWA,Pittsburg County
OK,Del City,Oklahoma County
OK,Midwest City,Oklahoma County
OK,OSU Water Plant,Payne County
OK,Blackwell,Kay County
OK,Ponca City Municipal Water,Kay County
OK,Washington County RWD #,Tulsa County
OK,Claremore,Rogers County
OK,Wagoner County RWD #,Wagoner County
OK,Grove Municipal Services Authority,Delaware County
OK,Sequoyah State Park Lodge,Cherokee County
OK,Yukon,Canadian County
OK,Mustang,Canadian County
OK,Bethany,Oklahoma County
OK,Miami,Ottawa County
OK,Ada,Pontotoc County
OK,Oklahoma University,Cleveland County
OK,Creek County RWD #,Tulsa County
OK,Oklahoma Veterans Center,Carter County
OK,Okmulgee County RWD #,Okmulgee County
OK,Bixby Public Works Authority,Tulsa County
OK,Southern OK Water Corporation,Carter County
OK,Edmond PWA - Arcadia,Oklahoma County
OK,Muskogee,Muskogee County
OK,Wagoner,Wagoner County
OK,Oilton,Creek County
OK,Logan Co. RWD #,Logan County
OK,Guymon,Texas County
OK,Stringtown PWA,Atoka County
OK,"Water Dist., Inc.",Kay County
OK,Adamson Rural Water District #,Pittsburg County
OK,Owasso,Tulsa County
OK,IDABEL PWA,McCurtain County
OK,HUGO MUNICIPAL AUTHORITY,Choctaw County
OK,PUSHMATAHA CO. RWD #,Pushmataha County
OK,DURANT UTILITIES AUTHORITY,Bryan County
OK,DUNCAN PUBLIC UTILITIES AUTHORITY,Stephens County
OK,ARDMORE,Carter County
OK,LAWTON,Comanche County
OK,FREDERICK,Tillman County
OK,HOBART,Kiowa County
OK,HEAVENER UTILITY AUTH - PSG,Le Flore County
OK,SEQUOYAH CO. WATER ASSOCIATION,Sequoyah County
OK,SAPULPA,Creek County
OK,TULSA,Tulsa County
OK,SAND SPRINGS,Tulsa County
OK,SHAWNEE MUNICIPAL AUTHORITY,Pottawatomie County
OK,EUFAULA PWA,McIntosh County
OK,MCINTOSH CO. RWD #,McIntosh County
OK,OKMULGEE,Okmulgee County
OK,NORMAN,Cleveland County
OK,DEL CITY,Oklahoma County
OK,MIDWEST CITY,Oklahoma County
OK,BLACKWELL MUNICIPAL AUTHORITY,Kay County
OK,PERRY WATER & LIGHT DEPT,Noble County
OK,STILLWATER WATER PLANT,Payne County
OK,SKIATOOK PWA,Tulsa County
OK,BARTLESVILLE,Washington County
OK,NOWATA MUNICIPAL AUTHORITY,Nowata County
OK,BROKEN ARROW MUNICIPAL AUTHORITY,Tulsa County
OK,COWETA,Wagoner County
OK,CLAREMORE,Rogers County
OK,WAGONER CO. RWD #,Wagoner County
OK,KETCHUM PWA,Craig County
OK,GROVE MUNICIPAL SERVICES AUTH.,Delaware County
OK,MAYES CO RWD #,Mayes County
OK,TAHLEQUAH PWA,Cherokee County
OK,ELK CITY,Beckham County
OK,WATONGA,Blaine County
OK,HYDRO PWA,Caddo County
OK,PIEDMONT MUNICPAL AUTHORITY,Canadian County
OK,YUKON,Canadian County
OK,MUSTANG,Canadian County
OK,NOBLE,Cleveland County
OK,MOORE,Cleveland County
OK,BRISTOW MUNICIPAL AUTHORITY,Creek County
OK,WEATHERFORD,Custer County
OK,ENID,Garfield County
OK,PURCELL,McClain County
OK,NEWCASTLE,McClain County
OK,MURRAY CO RWD #,Murray County
OK,HARRAH,Oklahoma County
OK,TINKER AFB BIO-ENV ENG,Cleveland County
OK,OTTAWA CO RWD #,Ottawa County
OK,ADA,Pontotoc County
OK,MARLOW PWA,Stephens County
OK,GUYMON,Texas County
OK,GRADY CO RWD #,Grady County
OK,ALTUS AFB,Jackson County
OK,LEFLORE CO. RWD #,Le Flore County
OK,OKFUSKEE CO. RWD #,Okfuskee County
OK,PITTSBURG CO. RWD #,Pittsburg County
OK,ROGERS CO RWD #,Rogers County
OK,OWASSO,Tulsa County
OK,BIXBY PUBLIC WORKS AUTHORITY,Tulsa County
OK,DEWEY PUBLIC WORKS AUTHORITY,Washington County
OK,BROKEN BOW PWA,McCurtain County
OK,ANADARKO PUBLIC WORKS AUTHORITY,Caddo County
OK,PAULS VALLEY,Garvin County
OK,CHICKASHA MUNICIPAL AUTHORITY,Grady County
OK,SOUTHERN OKLA WATER CORP,Carter County
OK,MARSHALL COUNTY WATER CORP,Marshall County
OK,ALTUS,Jackson County
OK,PORUM PWA,Muskogee County
OK,CREEK CO RWD #,Creek County
OK,TECUMSEH UTILITY AUTHORITY,Pottawatomie County
OK,WEWOKA PUBLIC WORKS AUTHORITY,Seminole County
OK,MCALESTER PWA,Pittsburg County
OK,HENRYETTA,Okmulgee County
OK,EDMOND PWA - ARCADIA,Oklahoma County
OK,OKLAHOMA CITY,Oklahoma County
OK,MANNFORD,Creek County
OK,OSU WATER PLANT,Payne County
OK,PONCA CITY MUN WATER,Kay County
OK,PAWHUSKA,Osage County
OK,WASHINGTON CO RWD #,Tulsa County
OK,COLLINSVILLE,Tulsa County
OK,ROGERS CO RWD #  LAKE PLANT,Rogers County
OK,OKLA ORDNANCE WORKS AUTHORITY,Mayes County
OK,ALFALFA CO RWS & SWMD # NORTH,Alfalfa County
OK,SAYRE,Beckham County
OK,CADDO CO RWD #,Caddo County
OK,LONE GROVE,Carter County
OK,LOGAN CO RWD #,Logan County
OK,SULPHUR,Murray County
OK,NICHOLS HILLS,Oklahoma County
OK,CHOCTAW,Oklahoma County
OK,BETHANY,Oklahoma County
OK,MIAMI,Ottawa County
OK,PONTOTOC CO RWD #,Pontotoc County
OK,KONAWA SCHOOL,Seminole County
OK,STEPHENS CO RWD #,Stephens County
OK,ALVA,Woods County
OK,BRYAN CO. RW&SD #,Bryan County
OK,OKLAHOMA UNIVERSITY,Cleveland County
OK,FORT SILL HQUSAFACFS,Comanche County
OK,GARVIN CO RWD #,Garvin County
OK,JEFFERSON CO CONS RWD #,Jefferson County
OK,POTEAU PWA,Le Flore County
OK,MCCURTAIN CO. RWD #,McCurtain County
OK,MUSKOGEE CO. RWD #,Muskogee County
OK,ROGERS CO RWD #  COT STA,Rogers County
OK,JENKS PWA,Tulsa County
OK,GLENPOOL WATER,Tulsa County
OR,Ashland Water Department,Ashland County
OR,Baker City,Baker County
OR,City of Beaverton,Washington County
OR,Bend Water Department,Deschutes County
OR,City of Boardman,Morrow County
OR,City of Cornelius,Washington County
