State,PWSName,County
NM,MOONGATE WEST,Doña Ana County
NM,ESPANOLA WATER SYSTEM,Rio Arriba County
NM,SANTA FE WATER SYSTEM,Santa Fe County
NM,GALLUP WATER SYSTEM,McKinley County
NM,AZTEC DOMESTIC WATER SYSTEM,San Juan County
NM,FARMINGTON WATER SYSTEM,San Juan County
NM,LOWER VALLEY WATER USERS ASSOCIATION,San Juan County
NM,ANTHONY W&SD,Doña Ana County
NM,LAS CRUCES MUNICIPAL WATER SYSTEM,Doña Ana County
NM,RUIDOSO WATER SYSTEM,Lincoln County
NM,ALAMOGORDO DOMESTIC WATER SYSTEM,Otero County
NM,LAS VEGAS,San Miguel County
NM,ROSWELL MUNICIPAL WATER SYSTEM,Chaves County
NM,CARLSBAD MUNICIPAL WATER SYSTEM,Eddy County
NM,HOBBS MUNICIPAL WATER SUPPLY,Lea County
NM,SILVER CITY WATER SYSTEM,Grant County
NM,ENTRANOSA WATER AND WASTEWATER COOP,Bernalillo County
NM,RIO COMMUNITIES WATER SYSTEM,Valencia County
NM,LOS LUNAS WATER SYSTEM,Valencia County
NM,CITY OF RATON/RATON WATER WORKS,Colfax County
NM,EPCOR WATER NEW MEXICO INC  CLOVIS,Curry County
NM,TUCUMCARI WATER SYSTEM,Quay County
NM,PORTALES WATER SYSTEM,Roosevelt County
NM,ELDORADO AREA WATER AND SANITATION DIST.,Santa Fe County
NM,NORTH RANCHOS DE PLACITAS W&SD,Sandoval County
NM,BERRENDO COOPERATIVE WUA,Chaves County
NM,DONA ANA MDWCA,Doña Ana County
NM,TRIPLE J MHP,Lea County
NM,ROOSEVELT COUNTY WUA,Roosevelt County
NM,HOLLOMAN AIR FORCE BASE,Otero County
NM,KIRTLAND AIR FORCE BASE,Bernalillo County
NM,CANNON AIR FORCE BASE WATER SYSTEM,Curry County
NM,MOONGATE WATER SYSTEM,Doña Ana County
NM,NORTHEAST NM DETENTION FACILITY,Union County
NM,LEE/HAMMOND WATER TREATMENT PLANT CO-OP,San Juan County
NM,LA MADERA MDWCA,Rio Arriba County
NM,LOWER RIO GRANDE PWWA SOUTH VALLEY,Doña Ana County
NM,TAOS MUNICIPAL WATER SYSTEM,Taos County
NM,BLOOMFIELD WATER SUPPLY SYSTEM,San Juan County
NM,ALBUQUERQUE WATER SYSTEM,Bernalillo County
NM,UNIVERSITY ESTATES WATER SYSTEM,Curry County
NM,NORTHSTAR MDWCA,San Juan County
NM,OTIS MDWCA,Eddy County
NM,LOVINGTON MUNICIPAL WATER SUPPLY,Lea County
NM,SOCORRO WATER SYSTEM,Socorro County
NM,SPRINGER WATER SYSTEM,Colfax County
NM,DEMING MUNICIPAL WATER SYSTEM,Luna County
NM,VILLAGE OF ANGEL FIRE,Colfax County
NM,ALTO LAKES WATER AND SANITATION DISTRICT,Lincoln County
NM,SANDIA PEAK UTILITY,Bernalillo County
NN,Kaibeto - NTUA,Coconino County
NN,Fort Defiance/Window Rock/St. Michaels - NTUA,McKinley County
NN,Farmington Rural - NTU,San Juan County
NN,Kayenta NTUA,Navajo County
NN,Pinon-District  NTUA,Navajo County
NN,Greasewood Springs Community Boarding School BIA,Navajo County
NN,Fort Defiance-Window Rock-St Michaels NTUA,Apache County
NN,Ganado-Burnside-Cornfield-Steamboat NTUA,Apache County
NN,Farmington Rural-Shiprock-Beclabito NTUA,San Juan County
NN,Toadlena NTUA,San Juan County
NN,Crownpoint-Littlewater-Three Mile Point NTUA,McKinley County
NV,Dayton Valley Water System,Lyon County
NV,Ely Municipal Water Department,White Pine County
NV,Fernley Public Works,Lyon County
NV,Gardnerville Ranchos GID,Douglas County
NV,Las Vegas Valley Water District,Clark County
NV,Truckee Meadows Water Authority,Washoe County
NV,Sun Valley GID,Washoe County
NV,Double Diamond,Washoe County
NV,Round Mountain PUC,Nye County
NV,Boulder City,Clark County
NV,Carson City Public Works,County not found
NV,City of Henderson,Clark County
NV,North Las Vegas Utilities,Clark County
NV,South Truckee Meadows GID,Washoe County
NV,Virgin Valley Water District,Clark County
NV,City of Elko,Elko County
NV,Escapee Co-op of NV,Nye County
NV,KINGSBURY GID,Douglas County
NV,GREAT BASIN WATER CO  SPRING CREEK,Nye County
NV,ELY MUNICIPAL WATER DEPARTMENT,White Pine County
NV,VIRGIN VALLEY WATER DISTRICT,Clark County
NV,TOWN OF MINDEN,Douglas County
NV,TRUCKEE MEADOWS WATER AUTHORITY,Washoe County
NV,SUN VALLEY GID,Washoe County
NV,WEST WENDOVER WATER SYSTEM,Elko County
NV,GREAT BASIN WATER COMPANY,Nye County
NV,MOUNTAIN FALLS WATER SYSTEM GBWC,Nye County
NV,CITY CENTER HOTELS,Clark County
NV,NEW YORK NEW YORK HOTEL AND CASINO,Clark County
NV,POLO TOWERS,Clark County
NV,COSMOPOLITAN HOTEL,Clark County
NV,BALLYS,Clark County
NV,PLANET HOLLYWOOD HOTEL AND CASINO,Clark County
NV,EAST VALLEY WATER SYSTEM,San Bernardino County
NV,NELLIS AIR FORCE BASE,Clark County
NV,GREAT BASIN WATER CO  SPRING CREEK MHP,Nye County
NV,LANDER CO SEWER AND WATER DIST   BM,Lander County
NV,BOULDER CITY,Clark County
NV,CARSON CITY PUBLIC WORKS,County not found
NV,DAYTON VALLEY WATER SYSTEM,Lyon County
NV,FALLON CITY OF,Churchill County
NV,FERNLEY PUBLIC WORKS,Lyon County
NV,HENDERSON CITY OF,Clark County
NV,MOAPA VALLEY WATER DISTRICT,Clark County
NV,LOVELOCK MEADOWS WATER DISTRICT,Pershing County
NV,NORTH LAS VEGAS UTILITIES,Clark County
NV,WINNEMUCCA CITY OF,Humboldt County
NV,YERINGTON CITY OF,Lyon County
NV,ELKO CITY OF,Elko County
NV,SAND CREEK,Elko County
NV,TROPICANA RESORT AND CASINO,Clark County
NV,MIRAGE RESORT AND CASINO,Clark County
NV,MGM GRAND HOTEL AND CASINO,Clark County
NV,LINQ HOTEL AND CASINO,Clark County
NV,VENETIAN PALAZZO,Clark County
NV,HARRAHS LAS VEGAS,Clark County
NV,FLAMINGO LAS VEGAS HOTEL AND CASINO,Clark County
NY,City of Cohoes,Albany County
NY,Latham Water District,Albany County
NY,Town of Guilderland Water District,Albany County
NY,Endicott Municipal Waterworks,Broome County
NY,Barton & Weller Trail - Allegany State Park,Cattaraugus County
NY,City of Dunkirk,Chautauqua County
NY,Village of Fredonia,Chautauqua County
NY,Elmira Water Board,Chemung County
NY,City of Plattsburgh,Clinton County
NY,City of Beacon,Dutchess County
NY,Poughkeepsie Townwide Water District,Dutchess County
NY,Webutuck High School,Dutchess County
NY,Mill Road Elementary School - RH,Dutchess County
NY,Village of Kenmore,Erie County
NY,City of Gloversville Waterworks,Fulton County
NY,City of Batavia,Genesee County
NY,Village of Brockport,Monroe County
NY,City of Amsterdam,Montgomery County
NY,Canajoharie Waterworks,Montgomery County
NY,Bethpage Water District,Nassau County
NY,Franklin Square Water District,Nassau County
NY,Village of Garden City,Nassau County
NY,Garden City Park Water District,Nassau County
NY,City of Glen Cove,Nassau County
NY,Village of Hempstead,Nassau County
NY,Hicksville Water District,Nassau County
NY,Village of Mineola,Nassau County
NY,Village of Rockville Centre,Nassau County
NY,South Farmingdale Water District,Nassau County
NY,Westbury Water District,Nassau County
NY,West Hempstead Water District,Nassau County
NY,Port Washington Water District,Nassau County
NY,City of Lockport WTP,Niagara County
NY,City of Rome,Oneida County
NY,City of Syracuse,Onondaga County
NY,Clay WDS,Onondaga County
NY,City of Canandaigua,Ontario County
NY,Honeoye Consolidated WD,Ontario County
NY,Greenwood Lake Village,Orange County
NY,City of Newburgh,Orange County
NY,Wallkill Consolidated Water District,Orange County
NY,Village of Kiryas Joel,Orange County
NY,Blue Lake,Hamilton County
NY,City of Oneonta,Otsego County
NY,Saint Basil's Academy,Putnam County
NY,City of Troy PWS,Rensselaer County
NY,East Greenbush General Water District,Rensselaer County
NY,Village of Massena,St. Lawrence County
NY,City of Ogdensburg,St. Lawrence County
NY,Clifton Park Water Authority,Saratoga County
NY,Halfmoon Water District,Saratoga County
NY,Niskayuna Consolidated Water Dist. #,Schenectady County
NY,City of Corning,Steuben County
NY,South Huntington Water District,Suffolk County
NY,Greenlawn Water District,Suffolk County
NY,Riverhead Water District,Suffolk County
NY,Smithtown Water District,Suffolk County
NY,Suffolk County Water Authority,Suffolk County
NY,City of Ithaca,Tompkins County
NY,Cornell University,Tompkins County
NY,Elmsford Village,Westchester County
NY,Greenburgh Consolidated Water District #,Westchester County
NY,Mount Vernon Water Department,Westchester County
NY,New Castle/Stanwood Water District,Westchester County
NY,Tarrytown Water Supply,Westchester County
NY,City of Yonkers,Westchester County
NY,Yorktown Consolidated Water District #,Westchester County
NY,Kensico Water District,Westchester County
NY,Wyoming Correctional,Wyoming County
NY,New York City System,New York County
NY,City of Albany,Albany County
NY,Wellsville Village Public Water,Allegany County
NY,City of Binghamton,Broome County
NY,Vestal Consolidated Water District #,Broome County
NY,City of Olean,Cattaraugus County
NY,Cortland,Cortland County
NY,City of Poughkeepsie,Dutchess County
NY,United Wappinger Water Improvement Dist.,Dutchess County
NY,Angola Village,Erie County
NY,ECWA - Direct,Erie County
NY,Town of Grand Island Water Department,Erie County
NY,Williamsville,Erie County
NY,Town of Tonawanda Water Department,Erie County
NY,Elma Water District #,Erie County
NY,Village of Malone,Franklin County
NY,MCWA - Genesee,Monroe County
NY,City of Watertown,Jefferson County
NY,Fort Drum,Jefferson County
NY,MCWA,Monroe County
NY,Town of Hempstead Water District,Nassau County
NY,Albertson Water District,Nassau County
NY,Village of Freeport,Nassau County
NY,Water Authority of Western Nassau,Nassau County
NY,Jericho Water District,Nassau County
NY,Locust Valley WD,Nassau County
NY,Long Island American Water Corporation,Nassau County
NY,Manhasset Lakeville Water District,Nassau County
NY,Massapequa Water District,Nassau County
NY,"Aqua NY, Inc.",New York County
NY,Water Authority of Great Neck North,Nassau County
NY,Plainview Water District,Nassau County
NY,Roslyn Water District,Nassau County
NY,Aqua NY - Sea Cliff,Nassau County
NY,Lewiston Water Improvement Area,Niagara County
NY,Niagara Falls Water Board,Niagara County
NY,City of North Tonawanda,Niagara County
NY,Wheatfield Water District,Niagara County
NY,Mohawk Valley Water Authority,Oneida County
NY,Onondaga County Water Authority,Onondaga County
NY,Dewitt WDS - South,Onondaga County
NY,City of Geneva,Ontario County
NY,Highland Falls Village,Orange County
NY,Woodbury Consolidated Water District,Orange County
NY,Newburgh Consolidated Water District,Orange County
NY,New Windsor Consolidated Water District,Orange County
NY,Station Road Square,Orange County
NY,City of Oswego,Oswego County
NY,Worcester WD #,Otsego County
NY,Meadowbrook Farm,Dutchess County
NY,Village of Nyack Water Supply,Rockland County
NY,United Water New York,Rockland County
NY,Village of Suffern,Rockland County
NY,City of Saratoga Springs,Saratoga County
NY,City of Schenectady Waterworks,Schenectady County
NY,Glenville Water District #,Schenectady County
NY,Saint James Water District,Suffolk County
NY,Dix Hills Water District,Suffolk County
NY,Stony Brook Water District,Essex County
NY,Hampton Bays Water District,Suffolk County
NY,SCLIWC,Tompkins County
NY,City of Kingston Water District,Ulster County
NY,Cortlandt Consolidated Water District,Westchester County
NY,Westchester Joint Waterworks,Westchester County
NY,Mount Kisco Water Department,Westchester County
NY,Ossining Water Department,Westchester County
NY,City of Peekskill,Westchester County
NY,United Water Westchester,Westchester County
NY,Scarsdale Water Department,Westchester County
NY,City of White Plains,Westchester County
NY,Clarence R. Weeks Elem. School,Onondaga County
NY,Johnson City Waterworks,Broome County
NY,Auburn,Cayuga County
NY,Village of Horseheads,Chemung County
NY,Beekman Country Club,Dutchess County
NY,Buffalo Water Authority,Erie County
NY,Brownville Water District #,Conecuh County
NY,City of Oneida,Madison County
NY,City of Rochester,Monroe County
NY,Lockport Water District #,Niagara County
NY,Canandaigua-Farmington Consolidated WD,Ontario County
NY,Chester Village,Orange County
NY,City of Middletown,Orange County
NY,Greenwood Lake Middle School,Orange County
NY,Monroe WD #,Orange County
NY,Lyndonville Village,Orleans County
NY,City of Fulton,Oswego County
NY,Heuvelton Village,St. Lawrence County
NY,Saratoga Water Services,Saratoga County
NY,City of Glens Falls,Warren County
NY,Queensbury Water District,Warren County
NY,Ontario Town Benefit Area #,Wayne County
NY,United Water New Rochelle,Westchester County
NY,Pleasantville Water District,Westchester County
NY,ALBANY CITY,Albany County
NY,COHOES CITY,Albany County
NY,COLONIE VILLAGE,Albany County
NY,LATHAM WATER DISTRICT,Albany County
NY,RAVENA VILLAGE,Albany County
NY,GUILDERLAND TOWN WD,Albany County
NY,FRIENDSHIP TOWN WATER DISTRICT,Allegany County
NY,WELLSVILLE VILLAGE PUBLIC WATER,Allegany County
NY,ALFRED STATE COLLEGE,Allegany County
NY,"BINGHAMTON, CITY OF",Broome County
NY,JOHNSON CITY WATER WORKS,Broome County
NY,OLEAN CITY,Cattaraugus County
NY,BARTON & WELLER TRAIL - ASP,Cattaraugus County
NY,FAIR HAVEN VILLAGE,Cayuga County
NY,DUNKIRK CITY,Chautauqua County
NY,FREDONIA VILLAGE,Chautauqua County
NY,WESTFIELD VILLAGE AND TOWN,Chautauqua County
NY,ELMIRA WATER BOARD,Chemung County
NY,HORSEHEADS VILLAGE,Chemung County
NY,PLATTSBURGH CITY,Clinton County
NY,GREATER PLATTSBURGH WATER DISTRICT,Clinton County
NY,CLINTON CORRECTIONAL FACILITY,Clinton County
NY,EMPIRE/RIPLEY HILL MOBILE HOME PARK,Cortland County
NY,CORTLAND,Cortland County
NY,CORTLANDVILLE TOWN WATER,Cortland County
NY,HOMER VILLAGE-NEWTON WATER WORKS,Cortland County
NY,DELHI VILLAGE,Delaware County
NY,BEACON CITY,Dutchess County
NY,FISHKILL VILLAGE,Dutchess County
NY,BRINKERHOFF WATER DISTRICT,Nassau County
NY,WAPPINGERS FALLS VILLAGE,Dutchess County
NY,POUGHKEEPSIE TOWNWIDE WD,Dutchess County
NY,ARLINGTON HIGH SCHOOL,Dutchess County
NY,UNITED WAPPINGER WATER IMPROVEMENT DIST.,Dutchess County
NY,BUFFALO WATER AUTHORITY,Erie County
NY,EAST AURORA VILLAGE,Erie County
NY,LAKE PLACID V,Essex County
NY,TICONDEROGA WD,Essex County
NY,WILLSBORO WD,Essex County
NY,MALONE V,New York County
NY,TUPPER LAKE V,Franklin County
NY,GLOVERSVILLE WATER WORKS,Fulton County
NY,BATAVIA CITY,Genesee County
NY,BATAVIA CONSOLIDATED W.D.,Genesee County
NY,CATSKILL VILLAGE,Greene County
NY,NORTH POINT CREEK APARTMENTS LTD.,Saratoga County
NY,EAST HERKIMER WATER DISTRICT,Herkimer County
NY,LERAY TOWN WD  &,Jefferson County
NY,BROCKPORT VILLAGE,Monroe County
NY,HILTON VILLAGE,Monroe County
NY,SEA BREEZE WD,Monroe County
NY,ROCHESTER CITY,Monroe County
NY,AMSTERDAM,Montgomery County
NY,TOWN OF HEMPSTEAD WATER DEPARTMENT,Nassau County
NY,BETHPAGE WD,Nassau County
NY,GARDEN CITY,Nassau County
NY,GLEN COVE CITY,Nassau County
NY,HEMPSTEAD,Nassau County
NY,WA OF WESTERN NASSAU,Nassau County
NY,JERICHO WD,Nassau County
NY,NEW YORK AMERICAN WATER - LYNBROOK,Nassau County
NY,NEW YORK AMERICAN WATER - MERRICK,Nassau County
NY,WA OF GREAT NECK NORTH,Nassau County
NY,NEW YORK AMERICAN WATER - SEA CLIFF,Nassau County
NY,SOUTH FARMINGDALE WD,Nassau County
NY,WEST HEMPSTEAD WD,Nassau County
NY,WILLISTON PARK,Nassau County
NY,PORT WASHINGTON WD,Nassau County
NY,LOCKPORT CITY WTP,Niagara County
NY,NIAGARA FALLS WATER BOARD,Niagara County
NY,NORTH TONAWANDA CITY,Niagara County
NY,ROYALTON TOWNWIDE WATER DIST.,Niagara County
NY,WHEATFIELD WD,Niagara County
NY,ROME CITY,Oneida County
NY,OCWA,Onondaga County
NY,CLAY WDS,Onondaga County
NY,BRISTOL HARBOUR WATER CORP,Ontario County
NY,CANANDAIGUA CITY,Ontario County
NY,GENEVA CITY,Ontario County
NY,CHESTER VILLAGE,Orange County
NY,HIGHLAND FALLS VILLAGE,Orange County
NY,MONROE VILLAGE,Orange County
NY,NEWBURGH CITY,Orange County
NY,WALDEN VILLAGE,Orange County
NY,WASHINGTONVILLE VILLAGE,Orange County
NY,WOODBURY CONS. W.D.,Orange County
NY,HAMILTON BICENTENNIAL ELEM. SC,Orange County
NY,ALBION VILLAGE,Orleans County
NY,MEDINA VILLAGE,Orleans County
NY,CLARENDON TOWN WDS,Orleans County
NY,OSWEGO CITY,Oswego County
NY,CHERRY VALLEY SPRINGFIELD CS,Otsego County
NY,EAST GREENBUSH GENERAL W.D.,Rensselaer County
NY,Veolia Water NY,Rockland County
NY,GOUVERNEUR,St. Lawrence County
NY,POTSDAM VILLAGE,St. Lawrence County
NY,"SARATOGA SPRINGS CITY, NY",Saratoga County
NY,WILTON WATER & SEWER AUTHORITY,Saratoga County
NY,HALFMOON WATER DISTRICT,Saratoga County
NY,SCOTIA VILLAGE WATER WORKS,Schenectady County
NY,WATERLOO VILLAGE,Seneca County
NY,BATH VILLAGE CONSOLIDATED SAMPLING AREA,Steuben County
NY,CORNING CITY,Steuben County
NY,GREENLAWN WD,Suffolk County
NY,HAMPTON BAYS WD,Suffolk County
NY,RIVERHEAD WD,Suffolk County
NY,SUFFOLK COUNTY WATER AUTHORITY,Suffolk County
NY,TIOGA DOWNS,Tioga County
NY,GLASCO WATER DISTRICT,Ulster County
NY,NEW PALTZ WATER DIST,Ulster County
NY,KINGSVALE WATER CO,Suffolk County
NY,GLENS FALLS CITY,Warren County
NY,QUEENSBURY WATER DISTRICT,Warren County
NY,FORT EDWARD VILLAGE,Washington County
NY,GREAT MEADOW/WASHINGTON CORR. FACILITIES,Washington County
NY,NEWARK VILLAGE,Wayne County
NY,ONTARIO TOWN BENEFIT AREA #,Wayne County
NY,PALMYRA VILLAGE,Wayne County
NY,SODUS-HURON-WOLCOTT-BUTLER CSA,Wayne County
NY,PALMYRA-MACEDON-WALWORTH CSA,Wayne County
NY,YESHIVA FARM SETTLEMENT,Westchester County
NY,ELMSFORD VILLAGE,Westchester County
NY,GREENBURGH CONSOLIDATED WD #,Westchester County
NY,IRVINGTON WATER SUPPLY,Westchester County
NY,LARCHMONT VILLAGE,Westchester County
NY,NEW CASTLE/STANWOOD W.D.,Westchester County
NY,OSSINING WATER DEPARTMENT,Westchester County
NY,PEEKSKILL CITY,Westchester County
NY,SCARSDALE WATER DEPARTMENT,Westchester County
NY,TARRYTOWN WATER SUPPLY,Westchester County
NY,WHITE PLAINS CITY,Westchester County
NY,PENN YAN VILLAGE,Yates County
NY,NEW YORK CITY SYSTEM,New York County
NY,VOORHEESVILLE VILLAGE,Albany County
NY,WATERVLIET CITY,Albany County
NY,ENDICOTT MUNICIPAL WATER WORKS,Broome County
NY,VESTAL CONSOLIDATED W.D. #,Broome County
NY,SALAMANCA CITY,Cattaraugus County
NY,"AUBURN, NY",Cayuga County
NY,BIG FLATS WATER DISTRICT,Chemung County
NY,NORWICH CITY,Chenango County
NY,SIDNEY VILLAGE,Delaware County
NY,GREENFIELD WATER DISTRICT,Kern County
NY,POUGHKEEPSIE CITY,Dutchess County
NY,"MANCHESTER WATER DISTRICT, NY",Kitsap County
NY,GRAND ISLAND TOWN WATER DEPT.,Erie County
NY,"TONAWANDA, TOWN WATER DEPT.",Erie County
NY,KENMORE VILLAGE,Erie County
NY,COLLINS/GOWANDA CORRECTIONAL FACILITIES,Erie County
NY,ELMA WATER DISTRICT NO.,Erie County
NY,MINERVA WD,Essex County
NY,JOHNSTOWN WATER WORKS,Fulton County
NY,COXSACKIE VILLAGE,Greene County
NY,WINDHAM MOUNTAIN VILLAGE,Greene County
NY,LITTLE FALLS CITY,Herkimer County
NY,CARTHAGE VILLAGE,Jefferson County
NY,WATERTOWN CITY,Jefferson County
NY,FORT DRUM,Jefferson County
NY,LOWVILLE VILLAGE,Lewis County
NY,LCWSA CONSOLIDATED WATER DISTRICT,Livingston County
NY,HAMILTON VILLAGE,Madison County
NY,STOCKBRIDGE WATER DISTRICT,Henry County
NY,ONEIDA CITY,Madison County
NY,MORRISVILLE STATE COLLEGE,Madison County
NY,FORT PLAIN WATER WORKS,Montgomery County
NY,ALBERTSON WD,Nassau County
NY,BAYVILLE,Nassau County
NY,FRANKLIN SQUARE WD,Nassau County
NY,GARDEN CITY PARK WD,Nassau County
NY,HICKSVILLE WD,Nassau County
NY,LOCUST VALLEY WD,Nassau County
NY,LONG BEACH CITY,Nassau County
NY,MINEOLA,Nassau County
NY,PLAINVIEW WD,Nassau County
NY,ROCKVILLE CENTRE,Nassau County
NY,ROSLYN WD,Nassau County
NY,WESTBURY WD,Nassau County
NY,CAMBRIA WATER DISTRICT,Niagara County
NY,LEWISTON WATER IMPROVEMENTAREA,Niagara County
NY,LOCKPORT WD#,Niagara County
NY,NIAGARA WATER IMPROVEMENT AREA,Niagara County
NY,PORTER MASTER IMPROVEMENT AREA,New York County
NY,WILSON TOWN WATER DISTRICT,Niagara County
NY,HARTLAND WD,Niagara County
NY,NEWFANE WD#,Niagara County
NY,SYRACUSE CITY,Onondaga County
NY,CANANDAIGUA-HOPEWELL CONSOLIDATED WD,Ontario County
NY,PHELPS TOWN CONSOLIDATED WD,Ontario County
NY,GOSHEN VILLAGE,Orange County
NY,MIDDLETOWN CITY,Orange County
NY,MONTGOMERY VILLAGE,Orange County
NY,PINE BUSH WATER DISTRICT,Ulster County
NY,PORT JERVIS CITY,Orange County
NY,NEWBURGH CONSOLIDATED WD,Orange County
NY,U.S.M.A. - LUSK SYSTEM,Orange County
NY,FULTON CITY,Oswego County
NY,SCRIBA WD,Oswego County
NY,ONEONTA CITY,Otsego County
NY,RENSSELAER CITY PWS,Rensselaer County
NY,"TROY CITY PWS, NY",Rensselaer County
NY,NORTH GREENBUSH CONSOLIDATED DISTRICT,Rensselaer County
NY,SUFFERN VILLAGE,Rockland County
NY,CANTON VILLAGE,St. Lawrence County
NY,MASSENA VILLAGE,St. Lawrence County
NY,BALLSTON SPA VILLAGE,Saratoga County
NY,CORINTH VILLAGE,Saratoga County
NY,MECHANICVILLE CITY,Saratoga County
NY,BURNT HILLS-BALLSTON LK WD,Saratoga County
NY,SENECA FALLS,Seneca County
NY,MORNINGSIDE HEIGHTS WD / ERWIN,New York County
NY,HORNELL CITY,Steuben County
NY,SOUTH HUNTINGTON WATER DISTRICT,Suffolk County
NY,DIX HILLS WATER DISTRICT,Suffolk County
NY,OCEAN BEACH WATER DISTRICT,Suffolk County
NY,LIVINGSTON MANOR WD,Sullivan County
NY,WOODRIDGE VILLAGE,Sullivan County
NY,HOEY-DE GRAW WATERWORKS INC,Suffolk County
NY,WAVERLY VILLAGE,Tioga County
NY,ITHACA CITY,Tompkins County
NY,ITHACA TOWN WD,Tompkins County
NY,CORNELL UNIVERSITY,Tompkins County
NY,HIGHLAND WATER DISTRICT,Ulster County
NY,KINGSTON WATER DISTRICT,Ulster County
NY,PORT EWEN WATER DISTRICT,Ulster County
NY,ULSTER WATER DISTRICT,Ulster County
NY,WALLKILL/SHAWANGUNK CORRECTION,Ulster County
NY,HUDSON FALLS VILLAGE,Washington County
NY,ARCADIA-LYONS CSA,Wayne County
NY,BRIARCLIFF MANOR VILLAGE,Westchester County
NY,CORTLANDT CONSOLIDATED WD,Westchester County
NY,CROTON-ON-HUDSON VILLAGE,Westchester County
NY,MOUNT KISCO WATER DEPARTMENT,Westchester County
NY,MOUNT VERNON WATER DEPARTMENT,Westchester County
NY,"SUEZ WATER WESTCHESTER, INC. RD-",Westchester County
NY,SLEEPY HOLLOW,Westchester County
NY,YONKERS CITY,Westchester County
NY,YORKTOWN CONSOLD. WATER DIST.#,Westchester County
NY,WESTCHESTER COUNTY WD #,Westchester County
NY,SOMERS TOWN HOUSE/HALL,Westchester County
NY,HERITAGE HILLS WATERWORKS CORP,Westchester County
NY,KENSICO WATER DISTRICT,Westchester County
OH,City of Ashland,Ashland County
OH,City of Conneaut,Ashtabula County
OH,Aqua OH - Ashtabula,Ashtabula County
OH,Le-Ax Regional Water District,Athens County
OH,City of Saint Mary's,Auglaize County
OH,City of Wapakoneta,Auglaize County
OH,Mount Orab Village,Brown County
OH,Butler County Water District,Butler County
OH,City of Trenton,Butler County
OH,SW Regional Water District,Butler County
OH,City of Urbana,Champaign County
OH,Clermont County,Clermont County
OH,City of East Liverpool,Columbiana County
OH,City of Berea,Cuyahoga County
OH,City of Delaware,Delaware County
OH,City of Sandusky,Erie County
OH,City of Westerville,Franklin County
OH,City of Xenia,Greene County
OH,Cedarville University,Greene County
OH,City of Indian Hill,Hamilton County
OH,City of Reading,Hamilton County
OH,Cincinnati,Hamilton County
OH,Napoleon City,Henry County
OH,"Highland County Water Company, Inc.",Highland County
OH,Jackson County Water Company,Jackson County
OH,Jefferson County Water & Sewer District,Jefferson County
OH,City of Steubenville,Jefferson County
OH,City of Mount Vernon,Knox County
OH,City of Painesville,Lake County
OH,Southwest Licking Community Water,Licking County
OH,Quincy Village,Logan County
OH,City of Amherst,Lorain County
OH,City of Avon,Lorain County
OH,Elyria Water Department,Lorain County
OH,City of Maumee,Lucas County
OH,City of Toledo,Lucas County
OH,City of Youngstown,Mahoning County
OH,Aqua OH - Marion,Marion County
OH,City of Medina,Medina County
OH,City of Wadsworth,Medina County
OH,City of Piqua,Miami County
OH,City of Miamisburg,Montgomery County
OH,City of West Carrollton,Montgomery County
OH,Huber Heights,Montgomery County
OH,Ottawa County Regional,Ottawa County
OH,"Pike Water, Inc.",Pike County
OH,City of Kent,Portage County
OH,Hillside MHP,Richland County
OH,City of Mansfield,Richland County
OH,"Ross County Water Co., Inc.",Ross County
OH,Northwest Regional Water District,Scioto County
OH,"Scioto Water, Inc. - Rose Hill",Scioto County
OH,Attica Village,Seneca County
OH,City of Fostoria,Seneca County
OH,OH American Water Co. - Tiffin District,Seneca County
OH,City of Sidney,Shelby County
OH,City of Alliance,Stark County
OH,City of North Canton,Stark County
OH,City of Barberton,Summit County
OH,City of Tallmadge,Summit County
OH,City of Niles,Trumbull County
OH,City of Dover,Tuscarawas County
OH,City of New Philadelphia,Tuscarawas County
OH,City of Marysville,Union County
OH,Western Water Company,Warren County
OH,Warren County - Richard Renneker PWS,Warren County
OH,Warren County - Franklin Area,Warren County
OH,Warren County - Socialville,Warren County
OH,Little Hocking Water & Sewer Association,Washington County
OH,Northwestern Elementary School,Clark County
OH,City of Bowling Green,Wood County
OH,Nevada Village,Wyandot County
OH,Lima City Water,Allen County
OH,City of Athens,Athens County
OH,Belmont County Sanitary District #,Belmont County
OH,City of Hamilton,Butler County
OH,City of Springfield,Clark County
OH,City of Salem,Columbiana County
OH,Buckeye Water District - Ohio River,Columbiana County
OH,City of Coshocton,Coshocton County
OH,City of Bucyrus,Crawford County
OH,City of Galion,Crawford County
OH,City of Bedford,Cuyahoga County
OH,Chagrin Falls Village,Cuyahoga County
OH,City of Lakewood,Cuyahoga County
OH,Cleveland,Cuyahoga County
OH,City of Defiance,Defiance County
OH,"Delaware County Water Company, Inc.",Delaware County
OH,Erie County Perkins District,Erie County
OH,City of Lancaster,Fairfield County
OH,City of Pickerington,Fairfield County
OH,Fairfield County Utilities,Fairfield County
OH,City of Washington Court House,Fayette County
OH,City of Bexley,Franklin County
OH,City of Gahanna,Franklin County
OH,City of Reynoldsburg,Franklin County
OH,Gallia County Rural Water Association,Gallia County
OH,Wright-Patterson AFB Area B,Greene County
OH,Wright-Patterson AFB Area A/C,Greene County
OH,City of Cambridge,Guernsey County
OH,Cleves Village,Hamilton County
OH,City of Norwood,Hamilton County
OH,Findlay,Hancock County
OH,Greenfield City,Highland County
OH,City of Norwalk,Huron County
